Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Food_and_drink,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Satisfaction
Female,Loyal Customer,34,Business,Economy,1302,3,1,3,3,1,1,5,5,1,2,3,5,Neutral or Dissatisfied
Female,Disloyal Customer,41,Business,Business,537,4,5,4,2,0,3,2,1,4,1,0,0,Satisfied
Female,Disloyal Customer,56,Personal,Business,1171,0,3,1,5,4,1,1,4,0,0,0,1,Neutral or Dissatisfied
Female,Disloyal Customer,58,Personal,Business,2595,0,4,1,5,5,2,3,4,2,3,5,5,Satisfied
Male,Disloyal Customer,68,Business,Economy Plus,2134,2,0,0,1,0,4,5,4,5,1,1,5,Satisfied
Female,Disloyal Customer,39,Business,Economy,3558,3,5,5,1,1,3,0,0,2,1,3,2,Neutral or Dissatisfied
Male,Loyal Customer,43,Business,Economy,2593,3,0,2,1,2,2,3,3,2,2,1,3,Satisfied
Male,Loyal Customer,34,Personal,Economy Plus,1492,1,3,3,4,1,0,0,2,5,0,4,5,Satisfied
Male,Disloyal Customer,68,Personal,Economy,946,0,0,3,0,5,2,2,5,3,3,5,4,Satisfied
Male,Loyal Customer,68,Business,Business,1339,1,5,5,0,4,4,5,2,1,4,5,4,Satisfied
Female,Disloyal Customer,28,Business,Economy,126,4,0,5,3,1,1,5,4,3,3,1,0,Satisfied
Female,Loyal Customer,33,Business,Economy,4254,0,0,0,5,2,3,1,1,4,5,4,2,Satisfied
Female,Loyal Customer,58,Personal,Economy Plus,2422,2,5,3,1,2,0,5,1,2,3,1,5,Neutral or Dissatisfied
Female,Loyal Customer,53,Personal,Economy,1581,3,2,2,1,4,3,2,2,4,4,5,0,Satisfied
Female,Disloyal Customer,40,Business,Economy,4054,4,2,1,4,0,5,1,5,0,1,4,1,Neutral or Dissatisfied
Female,Disloyal Customer,33,Business,Economy,2450,5,5,5,5,4,4,0,1,1,2,1,1,Satisfied
Female,Disloyal Customer,26,Personal,Business,4620,5,3,2,4,0,5,0,4,3,2,0,4,Neutral or Dissatisfied
Male,Loyal Customer,26,Personal,Economy Plus,4801,1,0,2,0,3,3,4,4,5,2,0,5,Satisfied
Male,Disloyal Customer,49,Business,Economy,4219,2,4,1,2,0,4,4,1,2,3,1,4,Satisfied
Male,Loyal Customer,39,Personal,Economy Plus,4250,4,3,1,3,0,5,1,4,4,2,4,2,Neutral or Dissatisfied
Female,Loyal Customer,40,Personal,Economy,2272,5,0,2,4,5,2,1,3,4,0,1,2,Neutral or Dissatisfied
Female,Disloyal Customer,31,Business,Economy,4291,5,5,4,2,2,0,1,0,4,1,1,4,Neutral or Dissatisfied
Female,Loyal Customer,44,Personal,Business,153,0,3,4,1,5,2,4,4,4,1,3,3,Neutral or Dissatisfied
Female,Loyal Customer,33,Business,Business,1075,2,0,0,2,5,4,0,0,0,5,0,4,Satisfied
Female,Loyal Customer,35,Personal,Economy Plus,4413,1,4,3,2,4,0,0,3,3,3,2,4,Satisfied
Male,Loyal Customer,39,Business,Economy Plus,1542,3,4,5,0,0,3,4,3,0,2,3,1,Satisfied
Female,Loyal Customer,60,Business,Economy,3212,5,0,0,3,0,4,4,0,3,4,5,3,Neutral or Dissatisfied
Female,Loyal Customer,63,Business,Business,293,5,1,2,3,2,4,5,2,1,5,3,0,Neutral or Dissatisfied
Male,Loyal Customer,63,Personal,Economy,1892,2,2,2,0,0,4,0,1,1,4,0,5,Neutral or Dissatisfied
Male,Disloyal Customer,63,Personal,Economy Plus,2687,4,1,3,2,1,3,0,4,5,1,2,3,Neutral or Dissatisfied
Male,Disloyal Customer,27,Business,Business,1077,1,5,1,4,0,2,3,2,5,3,0,3,Neutral or Dissatisfied
Male,Disloyal Customer,67,Business,Business,3859,2,2,0,4,1,3,5,4,2,0,3,2,Neutral or Dissatisfied
Male,Loyal Customer,55,Personal,Economy,2793,3,4,2,3,3,5,1,4,1,1,5,3,Neutral or Dissatisfied
Female,Loyal Customer,53,Business,Business,3109,4,4,5,4,5,1,1,5,4,2,2,0,Neutral or Dissatisfied
Male,Disloyal Customer,33,Personal,Economy,4328,0,0,1,1,1,1,2,1,0,0,1,4,Satisfied
Female,Loyal Customer,64,Personal,Economy,266,0,0,2,4,4,5,1,1,3,1,0,1,Satisfied
Male,Loyal Customer,60,Personal,Business,3862,0,2,5,1,5,1,1,2,3,0,2,4,Neutral or Dissatisfied
Female,Disloyal Customer,48,Business,Economy Plus,2243,3,0,4,5,0,1,5,5,3,1,3,5,Neutral or Dissatisfied
Female,Disloyal Customer,53,Personal,Economy Plus,3278,5,5,1,2,1,0,3,1,3,5,0,1,Satisfied
Male,Loyal Customer,65,Business,Economy,466,2,3,3,4,0,4,0,0,2,1,3,1,Neutral or Dissatisfied
Male,Loyal Customer,44,Business,Economy,1866,2,4,4,0,5,5,0,5,4,0,0,5,Satisfied
Female,Disloyal Customer,54,Business,Economy Plus,583,5,4,4,5,5,5,4,0,2,5,3,5,Neutral or Dissatisfied
Male,Disloyal Customer,32,Personal,Business,146,1,2,5,4,1,4,2,0,1,2,4,1,Neutral or Dissatisfied
Male,Loyal Customer,41,Personal,Economy,2217,0,1,5,1,4,5,5,1,2,1,0,4,Satisfied
Female,Loyal Customer,44,Business,Business,3353,4,0,2,2,4,5,1,2,5,3,0,2,Neutral or Dissatisfied
Male,Disloyal Customer,63,Personal,Business,3839,5,1,5,1,3,4,0,1,3,4,3,5,Neutral or Dissatisfied
Male,Disloyal Customer,18,Personal,Economy,2748,0,3,3,0,4,3,0,2,0,2,4,1,Neutral or Dissatisfied
Male,Loyal Customer,48,Business,Business,2018,3,0,5,2,5,3,1,3,3,4,0,3,Satisfied
Female,Disloyal Customer,45,Business,Economy,2518,1,3,1,0,0,4,1,0,2,1,2,2,Satisfied
Male,Loyal Customer,64,Business,Economy Plus,4788,5,5,1,1,0,4,3,0,1,1,2,5,Neutral or Dissatisfied
